chrom	intergenic_start	intergenic_end	intergenic_distance	gene_1_ID	gene_1_name	gene_2_ID	gene_2_name	mean_phylop	prop_constraint	category	td_gene_ID	td_gene_name
chr7	38359163	38362863	3702	ENSG00000211699	TRGV3	ENSG00000233306	TRGV2	0.0130945434900054	0.0235008103727715	non_td	NA	NA
chr7	38363519	38367585	4068	ENSG00000233306	TRGV2	ENSG00000211701	TRGV1	-0.0337534414945921	0.0231071779744346	non_td	NA	NA
chr7	38368170	38383703	15535	ENSG00000211701	TRGV1	ENSG00000078053	AMPH	-0.0308098487286774	0.0171869971033151	non_td	NA	NA
chr7	38631421	38722973	91554	ENSG00000078053	AMPH	ENSG00000006715	VPS41	0.0245212006029224	0.0123096751643839	non_td	NA	NA
chr7	38932395	38977908	45515	ENSG00000006715	VPS41	ENSG00000106536	POU6F2	0.161487487641437	0.0280127430517412	td_bs	ENSG00000106536	POU6F2
chr7	39493096	39566384	73290	ENSG00000106536	POU6F2	ENSG00000241127	YAE1	0.194705853458873	0.0323236457906945	td_bs	ENSG00000106536	POU6F2
chr7	39610321	39623564	13245	ENSG00000241127	YAE1	ENSG00000006451	RALA	0.24813952434881	0.0266515666289166	non_td	NA	NA
chr7	39708121	39950120	242001	ENSG00000006451	RALA	ENSG00000065883	CDK13	0.123025975099285	0.0233511431770943	non_td	NA	NA
chr7	40099581	40126026	26447	ENSG00000065883	CDK13	ENSG00000168303	MPLKIP	0.244922978031539	0.0305894808484894	td_neighbour	ENSG00000168303	MPLKIP
chr7	40134623	40135004	383	ENSG00000168303	MPLKIP	ENSG00000175600	SUGCT	-0.586334203655352	0.0548302872062663	td_bs	ENSG00000168303	MPLKIP
chr7	40860764	41667167	806405	ENSG00000175600	SUGCT	ENSG00000122641	INHBA	0.19370579299492	0.0433925880915917	non_td	NA	NA
chr7	41705835	41960948	255115	ENSG00000122641	INHBA	ENSG00000106571	GLI3	0.0899375810908666	0.0282539247006252	td_neighbour	ENSG00000106571	GLI3
chr7	42264101	42909272	645173	ENSG00000106571	GLI3	ENSG00000256646	NA	0.100994378251964	0.0218220539297212	td_neighbour	ENSG00000106571	GLI3
chr7	42932215	42932375	162	ENSG00000256646	NA	ENSG00000106591	MRPL32	0.410154320987654	0.160493827160494	non_td	NA	NA
chr7	42948959	43112628	163671	ENSG00000106591	MRPL32	ENSG00000002746	HECW1	0.0842372503375667	0.00917694643522677	non_td	NA	NA
chr7	43566002	43608455	42455	ENSG00000002746	HECW1	ENSG00000106603	COA1	0.139524272759393	0.0177364268048522	td_neighbour	ENSG00000106603	COA1
chr7	43729718	43758679	28963	ENSG00000106603	COA1	ENSG00000106605	BLVRA	0.0580896661257446	0.0050409142699306	td_bs	ENSG00000106603	COA1
chr7	43807343	43875893	68552	ENSG00000106605	BLVRA	ENSG00000106608	URGCP	0.0429556978643941	0.00603921110981445	non_td	NA	NA
chr7	43926412	43926435	25	ENSG00000106608	URGCP	ENSG00000078967	UBE2D4	2.18232	0.4	non_td	NA	NA
chr7	43956137	43997896	41761	ENSG00000078967	UBE2D4	ENSG00000136206	SPDYE1	0.0420775843490338	0.0343861497569503	non_td	NA	NA
chr7	44010123	44044639	34518	ENSG00000136206	SPDYE1	ENSG00000136279	DBNL	0.107157772756242	0.0407613419085694	non_td	NA	NA
chr7	44069457	44072061	2606	ENSG00000136279	DBNL	ENSG00000122678	POLM	0.000751343054489743	0	non_td	NA	NA
chr7	44082531	44104344	21815	ENSG00000122678	POLM	ENSG00000106624	AEBP1	0.016530277332111	0.0175567270226908	non_td	NA	NA
chr7	44114563	44114679	118	ENSG00000106624	AEBP1	ENSG00000106628	POLD2	-0.467237288135593	0	non_td	NA	NA
chr7	44124359	44138863	14506	ENSG00000106628	POLD2	ENSG00000106631	MYL7	-0.0397172893974908	0.00682476216737902	non_td	NA	NA
chr7	44141333	44143212	1881	ENSG00000106631	MYL7	ENSG00000106633	GCK	0.115121743753323	0.037745879851143	td_neighbour	ENSG00000106633	GCK
chr7	44198171	44200958	2789	ENSG00000106633	GCK	ENSG00000106636	YKT6	-0.0499931875224097	0.00179275726066691	td_bs	ENSG00000106633	GCK
chr7	44214295	44217149	2856	ENSG00000106636	YKT6	ENSG00000058404	CAMK2B	-0.123177521008403	0.0168067226890756	non_td	NA	NA
chr7	44334578	44367139	32563	ENSG00000058404	CAMK2B	ENSG00000279853	NA	0.0570863556797521	0.00629548874489451	non_td	NA	NA
chr7	44369293	44379118	9827	ENSG00000279853	NA	ENSG00000015676	NUDCD3	0.0639370102778063	0.00132288592652895	non_td	NA	NA
chr7	44490659	44512534	21877	ENSG00000015676	NUDCD3	ENSG00000015520	NPC1L1	0.0615982995840375	0.00260547607075925	non_td	NA	NA
chr7	44541331	44565803	24474	ENSG00000015520	NPC1L1	ENSG00000136271	DDX56	-0.0731751654817359	0.00527089973032606	non_td	NA	NA
chr7	44575052	44577893	2843	ENSG00000136271	DDX56	ENSG00000158604	TMED4	-0.0611523039043265	0.0049243756595146	non_td	NA	NA
chr7	44582288	44606571	24285	ENSG00000158604	TMED4	ENSG00000105953	OGDH	0.0466865554869246	0.00498249948527898	non_td	NA	NA
chr7	44709067	44748580	39515	ENSG00000105953	OGDH	ENSG00000122515	ZMIZ2	-0.00271157788181699	0.00121472858408199	non_td	NA	NA
chr7	44769882	44796679	26799	ENSG00000122515	ZMIZ2	ENSG00000196262	PPIA	-0.0469667524907636	0.00664203888204784	non_td	NA	NA
chr7	44824565	44826790	2227	ENSG00000196262	PPIA	ENSG00000105968	H2AZ2	0.0437233947013921	0.00269420745397396	non_td	NA	NA
chr7	44848088	44876298	28212	ENSG00000105968	H2AZ2	ENSG00000146676	PURB	0.0265093222742107	0.0079398837374167	td_neighbour	ENSG00000146676	PURB
chr7	44885531	44962661	77132	ENSG00000146676	PURB	ENSG00000136286	MYO1G	0.0219179069646827	0.00871233729191516	td_bs	ENSG00000146676	PURB
chr7	44979089	44999474	20387	ENSG00000136286	MYO1G	ENSG00000136280	CCM2	-0.0414337568058083	0.0101535292097906	non_td	NA	NA
chr7	45076470	45080436	3968	ENSG00000136280	CCM2	ENSG00000136274	NACAD	-0.521092993951612	0.0030241935483871	non_td	NA	NA
chr7	45088970	45100099	11131	ENSG00000136274	NACAD	ENSG00000136270	TBRG4	0.0535877279669465	0.0119486119845477	non_td	NA	NA
chr7	45112048	45157790	45744	ENSG00000136270	TBRG4	ENSG00000122679	RAMP3	-0.0214060641832797	0.00496239944036376	non_td	NA	NA
chr7	45186303	45574139	387838	ENSG00000122679	RAMP3	ENSG00000164742	ADCY1	-0.00174323557774282	0.00602571176625292	non_td	NA	NA
chr7	45723117	45859993	136878	ENSG00000164742	ADCY1	ENSG00000283247	CCDC201	0.143659002907705	0.0387060009643624	non_td	NA	NA
chr7	45873083	45888359	15278	ENSG00000283247	CCDC201	ENSG00000146678	IGFBP1	-0.192205197015318	0.00890168870270978	non_td	NA	NA
chr7	45893661	45912244	18585	ENSG00000146678	IGFBP1	ENSG00000146674	IGFBP3	-0.00444256120527471	0.000430454667742803	non_td	NA	NA
chr7	45921875	47275153	1353280	ENSG00000146674	IGFBP3	ENSG00000136205	TNS3	-0.0825876573954652	0.0062884251596122	td_neighbour	ENSG00000136205	TNS3
chr7	47582559	47740201	157644	ENSG00000136205	TNS3	ENSG00000158683	PKD1L1	-0.15313542538886	0.00547435995026769	td_bs	ENSG00000136205	TNS3
chr7	47948467	47963287	14822	ENSG00000158683	PKD1L1	ENSG00000136273	HUS1	-0.0218327486169198	0.0255700985022264	non_td	NA	NA
chr7	47979616	47987147	7533	ENSG00000136273	HUS1	ENSG00000164744	SUN3	-0.0706973317403428	0.00544271870436745	non_td	NA	NA
chr7	48029120	48035510	6392	ENSG00000164744	SUN3	ENSG00000164746	C7orf57	-0.123222465581978	0.00594493116395494	non_td	NA	NA
chr7	48061305	48088627	27324	ENSG00000164746	C7orf57	ENSG00000183696	UPP1	0.0108363709559358	0.00234226321182843	non_td	NA	NA
chr7	48108737	48171457	62722	ENSG00000183696	UPP1	ENSG00000179869	ABCA13	-0.0415541755683912	0.00352348458276203	non_td	NA	NA
chr7	48647498	48847765	200269	ENSG00000179869	ABCA13	ENSG00000279578	NA	-0.135972387139287	0.0120088480993064	non_td	NA	NA
chr7	48851626	48919764	68140	ENSG00000279578	NA	ENSG00000218305	CDC14C	-0.181084164954495	0.0151159377751688	non_td	NA	NA
chr7	48927455	49760896	833443	ENSG00000218305	CDC14C	ENSG00000279104	NA	-0.153653168843049	0.00574964334693554	non_td	NA	NA
chr7	49762765	49850420	87657	ENSG00000279104	NA	ENSG00000042813	ZPBP	-0.200118564404443	0.0202379730084306	td_neighbour	ENSG00000042813	ZPBP
chr7	50121330	50304067	182739	ENSG00000042813	ZPBP	ENSG00000185811	IKZF1	-0.177890220478406	0.0243188372487537	td_neighbour	ENSG00000042813	ZPBP
chr7	50405102	50458435	53335	ENSG00000185811	IKZF1	ENSG00000132437	DDC	-0.0390400862473038	0.0318365051092153	td_neighbour	ENSG00000185811	IKZF1
chr7	50565406	50590062	24658	ENSG00000132437	DDC	ENSG00000106070	GRB10	-0.130763119474401	0.00271717089788304	non_td	NA	NA
chr7	50793463	51016211	222750	ENSG00000106070	GRB10	ENSG00000106078	COBL	-0.0988483591470238	0.00733557800224467	td_neighbour	ENSG00000106078	COBL
chr7	51316819	53035632	1718815	ENSG00000106078	COBL	ENSG00000221900	POM121L12	-0.195450093814564	0.00764771077748332	td_bs	ENSG00000106078	COBL
chr7	53036926	54542324	1505400	ENSG00000221900	POM121L12	ENSG00000170419	VSTM2A	-0.177605306895035	0.00637571409592135	non_td	NA	NA
chr7	54571081	54752249	181170	ENSG00000170419	VSTM2A	ENSG00000132432	SEC61G	-0.0836077109896779	0.0101120494563118	non_td	NA	NA
chr7	54759975	55019016	259043	ENSG00000132432	SEC61G	ENSG00000146648	EGFR	0.00522492018698782	0.0261462382693221	td_neighbour	ENSG00000146648	EGFR
chr7	55211629	55365336	153709	ENSG00000146648	EGFR	ENSG00000132434	LANCL2	-0.0211441620204357	0.014319265625305	td_bs	ENSG00000146648	EGFR
chr7	55433738	55436055	2319	ENSG00000132434	LANCL2	ENSG00000154978	VOPP1	-0.278618801207417	0.00301854247520483	non_td	NA	NA
chr7	55572989	55793539	220552	ENSG00000154978	VOPP1	ENSG00000154997	SEPTIN14	0.102516590191893	0.0246880554245711	non_td	NA	NA
chr7	55862756	55887276	24522	ENSG00000154997	SEPTIN14	ENSG00000249773	NA	-0.0375958730935489	0.0017535274447435	non_td	NA	NA
chr7	55955240	56011050	55812	ENSG00000249773	NA	ENSG00000146733	PSPH	0.0783162939869553	0.030369812943453	non_td	NA	NA
chr7	56051605	56051684	81	ENSG00000146733	PSPH	ENSG00000146731	CCT6A	0.250469135802469	0.172839506172839	non_td	NA	NA
chr7	56063990	56064001	13	ENSG00000146731	CCT6A	ENSG00000129103	SUMF2	0.304538461538462	0	non_td	NA	NA
chr7	56080671	56101572	20903	ENSG00000129103	SUMF2	ENSG00000106153	CHCHD2	0.21997694110892	0.0571688274410372	non_td	NA	NA
chr7	56106477	56114680	8205	ENSG00000106153	CHCHD2	ENSG00000185290	NUPR2	0.0383332114564287	0.0101157830591103	non_td	NA	NA
chr7	56116418	57119613	1003197	ENSG00000185290	NUPR2	ENSG00000185177	ZNF479	0.0446239033809298	0.0283304276228896	non_td	NA	NA
chr7	57139865	57402180	262317	ENSG00000185177	ZNF479	ENSG00000280225	NA	-0.0731642440253522	0.0258427780128623	non_td	NA	NA
chr7	57404718	57450176	45460	ENSG00000280225	NA	ENSG00000182111	ZNF716	-0.0234478662560497	0.0210074791025077	non_td	NA	NA
chr7	57473560	63998873	6525315	ENSG00000182111	ZNF716	ENSG00000241149	ZNF722P	-0.0135579424135384	0.00483087789631612	non_td	NA	NA
chr7	64016131	64045433	29304	ENSG00000241149	ZNF722P	ENSG00000214652	ZNF727	-0.0239403153153143	0.00737100737100737	non_td	NA	NA
chr7	64085340	64207089	121751	ENSG00000214652	ZNF727	ENSG00000223614	ZNF735	0.0138112212630693	0.0182421499618073	non_td	NA	NA
chr7	64220509	64228473	7966	ENSG00000223614	ZNF735	ENSG00000197123	ZNF679	-0.122372081345721	0.000125533517449159	non_td	NA	NA
chr7	64266932	64307458	40528	ENSG00000197123	ZNF679	ENSG00000234444	ZNF736	-0.0518525217133586	0.0038738649822345	non_td	NA	NA
chr7	64356635	64519877	163244	ENSG00000234444	ZNF736	ENSG00000173041	ZNF680	0.0118145291710629	0.0144630124231212	non_td	NA	NA
chr7	64563076	64666082	103008	ENSG00000173041	ZNF680	ENSG00000196247	ZNF107	0.0582859777881317	0.0136591332712022	non_td	NA	NA
chr7	64711583	64794387	82806	ENSG00000196247	ZNF107	ENSG00000197008	ZNF138	-0.0284775016303163	0.00597782769364539	non_td	NA	NA
chr7	64833682	64870171	36491	ENSG00000197008	ZNF138	ENSG00000198039	ZNF273	0.0831153983173885	0.0204708010194294	non_td	NA	NA
chr7	64930967	64971771	40806	ENSG00000198039	ZNF273	ENSG00000152926	ZNF117	0.0502338381610486	0.0151693378424741	non_td	NA	NA
chr7	65006685	65373798	367115	ENSG00000152926	ZNF117	ENSG00000146757	ZNF92	0.143070405731125	0.026582950846465	non_td	NA	NA
chr7	65401137	65873073	471938	ENSG00000146757	ZNF92	ENSG00000196715	VKORC1L1	0.190648292784266	0.0370599527904089	non_td	NA	NA
chr7	65959564	65960683	1121	ENSG00000196715	VKORC1L1	ENSG00000169919	GUSB	-0.402952720785014	0.00446030330062444	non_td	NA	NA
chr7	65982216	66087760	105546	ENSG00000169919	GUSB	ENSG00000249319	NA	0.0556749853144596	0.0225494097360393	non_td	NA	NA
chr7	66152278	66205316	53040	ENSG00000249319	NA	ENSG00000169902	TPST1	-0.00905326168929125	0.0126508295625943	non_td	NA	NA
chr7	66420544	66474555	54013	ENSG00000169902	TPST1	ENSG00000279785	NA	0.142815414807544	0.0286597670931072	non_td	NA	NA
chr7	66475750	66628957	153209	ENSG00000279785	NA	ENSG00000284461	NA	0.00952555006559755	0.025129072051903	non_td	NA	NA
chr7	66811190	66921224	110036	ENSG00000284461	NA	ENSG00000106609	TMEM248	0.0197530353702446	0.0260641971718347	non_td	NA	NA
chr7	66958552	66995172	36622	ENSG00000106609	TMEM248	ENSG00000198874	TYW1	0.0313042433509896	0.0182404019441866	non_td	NA	NA
chr7	67239520	67278713	39195	ENSG00000198874	TYW1	ENSG00000230358	SPDYE21	-0.0696363311646886	0.00579155504528639	non_td	NA	NA
chr7	67286665	69598295	2311632	ENSG00000230358	SPDYE21	ENSG00000158321	AUTS2	0.0439145326764794	0.0264120759705697	non_td	NA	NA
chr7	70793507	71132143	338638	ENSG00000158321	AUTS2	ENSG00000185274	GALNT17	-0.0259093309079159	0.0122047732386797	non_td	NA	NA
chr7	71713601	71779490	65891	ENSG00000185274	GALNT17	ENSG00000183166	CALN1	-0.136292058095946	0.0069964031506579	td_neighbour	ENSG00000183166	CALN1
chr7	72447152	72558743	111593	ENSG00000183166	CALN1	ENSG00000277149	TYW1B	-0.0446240803634627	0.00885360192843637	td_bs	ENSG00000183166	CALN1
chr7	72828201	72879364	51165	ENSG00000277149	TYW1B	ENSG00000196313	POM121	0.0330388546858163	0.0217336069578814	td_bs	ENSG00000277149	TYW1B
chr7	72951441	72959484	8045	ENSG00000196313	POM121	ENSG00000155428	TRIM74	0.1674749533872	0.0461155997513984	non_td	NA	NA
chr7	72969467	73020337	50872	ENSG00000155428	TRIM74	ENSG00000273520	SPDYE8	0.125797137914771	0.0405331026891021	non_td	NA	NA
chr7	73029767	73048480	18715	ENSG00000273520	SPDYE8	ENSG00000286228	SPDYE11	0.0208959123697568	0.0150146940956452	non_td	NA	NA
chr7	73057912	73076164	18254	ENSG00000286228	SPDYE11	ENSG00000262461	SPDYE9	0.0213085351155911	0.0153938862715021	non_td	NA	NA
chr7	73086039	73302515	216478	ENSG00000262461	SPDYE9	ENSG00000130305	NSUN5	0.0560881429059763	0.0388723103502434	non_td	NA	NA
chr7	73308827	73312535	3710	ENSG00000130305	NSUN5	ENSG00000146755	TRIM50	-0.0414795148247968	0.00215633423180593	non_td	NA	NA
chr7	73328083	73328160	79	ENSG00000146755	TRIM50	ENSG00000077800	FKBP6	-0.562632911392405	0	non_td	NA	NA
chr7	73358638	73433777	75141	ENSG00000077800	FKBP6	ENSG00000188763	FZD9	-0.0559601948337074	0.0161030595813204	non_td	NA	NA
chr7	73436121	73440405	4286	ENSG00000188763	FZD9	ENSG00000009954	BAZ1B	-0.0969967335510967	0.0179654689687354	non_td	NA	NA
chr7	73522294	73536355	14063	ENSG00000009954	BAZ1B	ENSG00000106635	BCL7B	0.0603037758657435	0.0229680722463201	non_td	NA	NA
chr7	73557691	73567536	9847	ENSG00000106635	BCL7B	ENSG00000106638	TBL2	0.058541687823703	0.0122880064994415	non_td	NA	NA
chr7	73578792	73593193	14403	ENSG00000106638	TBL2	ENSG00000009950	MLXIPL	-0.0625340554051229	0.00694299798653058	non_td	NA	NA
chr7	73624544	73667830	43288	ENSG00000009950	MLXIPL	ENSG00000176428	VPS37D	-0.0425623960450929	0.0114812419146184	non_td	NA	NA
chr7	73672113	73683024	10913	ENSG00000176428	VPS37D	ENSG00000071462	BUD23	0.183978924218821	0.0398607165765601	non_td	NA	NA
chr7	73705162	73736093	30933	ENSG00000071462	BUD23	ENSG00000106077	ABHD11	0.203931497106652	0.0530178126919471	non_td	NA	NA
chr7	73738868	73768996	30130	ENSG00000106077	ABHD11	ENSG00000165215	CLDN3	-0.0578491868569537	0.013707268503153	non_td	NA	NA
chr7	73770271	73799541	29272	ENSG00000165215	CLDN3	ENSG00000189143	CLDN4	-0.0250397649631045	0.00949713036348729	td_neighbour	ENSG00000189143	CLDN4
chr7	73832691	73834589	1900	ENSG00000189143	CLDN4	ENSG00000165171	METTL27	-0.0680894736842106	0.0173684210526316	td_bs	ENSG00000189143	CLDN4
chr7	73842517	73861158	18643	ENSG00000165171	METTL27	ENSG00000175877	TMEM270	-0.104042160596471	0.00831411253553613	non_td	NA	NA
chr7	73865891	74027788	161899	ENSG00000175877	TMEM270	ENSG00000049540	ELN	0.0773674204288026	0.0392837509805496	non_td	NA	NA
chr7	74069908	74082932	13026	ENSG00000049540	ELN	ENSG00000106683	LIMK1	-0.0945109780439132	0.00245662521111623	non_td	NA	NA
chr7	74122526	74174230	51706	ENSG00000106683	LIMK1	ENSG00000106682	EIF4H	-0.0643652187367054	0.00245619463892005	non_td	NA	NA
chr7	74197123	74199651	2530	ENSG00000106682	EIF4H	ENSG00000086730	LAT2	-0.301560079051388	0.00395256916996047	non_td	NA	NA
chr7	74229835	74231498	1665	ENSG00000086730	LAT2	ENSG00000049541	RFC2	-0.232944744744745	0.0036036036036036	non_td	NA	NA
chr7	74254459	74289406	34949	ENSG00000049541	RFC2	ENSG00000106665	CLIP2	-0.0966496037082615	0.0125039343042719	non_td	NA	NA
chr7	74405936	74453789	47855	ENSG00000106665	CLIP2	ENSG00000006704	GTF2IRD1	-0.113247518545601	0.0132692508619789	non_td	NA	NA
chr7	74602606	74633509	30905	ENSG00000006704	GTF2IRD1	ENSG00000279005	NA	-0.0930692768160493	0.017764115838861	non_td	NA	NA
chr7	74633885	74650230	16347	ENSG00000279005	NA	ENSG00000263001	GTF2I	-0.182896922982811	0.00489386431761179	non_td	NA	NA
chr7	74760693	74773961	13270	ENSG00000263001	GTF2I	ENSG00000158517	NCF1	-0.289706330067822	0.00738507912584778	non_td	NA	NA
chr7	74789377	74796143	6768	ENSG00000158517	NCF1	ENSG00000196275	GTF2IRD2	-0.0812675827423173	0.00797872340425532	non_td	NA	NA
chr7	74851552	74964704	113154	ENSG00000196275	GTF2IRD2	ENSG00000274070	CASTOR2	0.00714954840306244	0.0197871926754688	non_td	NA	NA
chr7	75031529	75092572	61045	ENSG00000274070	CASTOR2	ENSG00000174428	GTF2IRD2B	-0.0520797280694542	0.0232451470226882	non_td	NA	NA
chr7	75149818	75281242	131426	ENSG00000174428	GTF2IRD2B	ENSG00000286038	SPDYE13	0.0254055818483457	0.0369333313043081	non_td	NA	NA
chr7	75287122	75309170	22050	ENSG00000286038	SPDYE13	ENSG00000286137	SPDYE14	-0.026121360544219	0.0091609977324263	non_td	NA	NA
chr7	75315050	75337137	22089	ENSG00000286137	SPDYE14	ENSG00000286014	SPDYE15	0.00408492915025704	0.0147132056679795	non_td	NA	NA
chr7	75343017	75395062	52047	ENSG00000286014	SPDYE15	ENSG00000178809	TRIM73	0.123618344957444	0.039137702461237	td_neighbour	ENSG00000178809	TRIM73
chr7	75410997	75416785	5790	ENSG00000178809	TRIM73	ENSG00000272391	POM121C	0.574402590673574	0.129015544041451	td_bs	ENSG00000178809	TRIM73
chr7	75486300	75493624	7326	ENSG00000272391	POM121C	ENSG00000170092	SPDYE5	-0.0763341523341521	0.00846300846300846	non_td	NA	NA
chr7	75504305	75533297	28994	ENSG00000170092	SPDYE5	ENSG00000127946	HIP1	0.0924633372421876	0.028212733669035	non_td	NA	NA
chr7	75738963	75769532	30571	ENSG00000127946	HIP1	ENSG00000006606	CCL26	-0.0441726799908404	0.00899545320728795	non_td	NA	NA
chr7	75789897	75810824	20929	ENSG00000006606	CCL26	ENSG00000106178	CCL24	-0.0912650867217701	0.00152897892875914	non_td	NA	NA
chr7	75823357	75842601	19246	ENSG00000106178	CCL24	ENSG00000005486	RHBDD2	-0.0623485399563543	0.0114309466902213	non_td	NA	NA
chr7	75888927	75899199	10274	ENSG00000005486	RHBDD2	ENSG00000127948	POR	-0.104237590033094	0.00681331516449289	non_td	NA	NA
chr7	75986856	75996337	9483	ENSG00000127948	POR	ENSG00000127952	STYXL1	0.560144363598016	0.123589581356111	non_td	NA	NA
chr7	76048005	76048050	47	ENSG00000127952	STYXL1	ENSG00000146701	MDH2	0.566702127659575	0.191489361702128	non_td	NA	NA
chr7	76067509	76201895	134388	ENSG00000146701	MDH2	ENSG00000177679	SRRM3	0.0448433119028513	0.0194957883144328	non_td	NA	NA
chr7	76287289	76302672	15385	ENSG00000177679	SRRM3	ENSG00000106211	HSPB1	0.0434244393890154	0.0324341891452714	non_td	NA	NA
chr7	76304296	76326798	22504	ENSG00000106211	HSPB1	ENSG00000170027	YWHAG	-0.0438387842161393	0.0104870245289726	non_td	NA	NA
chr7	76358992	76397517	38527	ENSG00000170027	YWHAG	ENSG00000188372	ZP3	0.256893113920107	0.0470579074415345	non_td	NA	NA
chr7	76442072	76461675	19605	ENSG00000188372	ZP3	ENSG00000091073	DTX2	-0.082110277990312	0.00657995409334353	non_td	NA	NA
chr7	76505996	76510524	4530	ENSG00000091073	DTX2	ENSG00000243566	UPK3B	-0.107630242825605	0.00927152317880795	non_td	NA	NA
chr7	76516523	76531318	14797	ENSG00000243566	UPK3B	ENSG00000185040	SPDYE16	0.0353721700344682	0.0179766168818004	non_td	NA	NA
chr7	76541460	76609985	68527	ENSG00000185040	SPDYE16	ENSG00000146707	POMZP3	0.0567085090548328	0.0211303573773841	non_td	NA	NA
chr7	76627262	77022318	395058	ENSG00000146707	POMZP3	ENSG00000186645	SPDYE17	0.192872876894016	0.0427481534356981	non_td	NA	NA
chr7	77032362	77122433	90073	ENSG00000186645	SPDYE17	ENSG00000135205	CCDC146	0.161357265773319	0.0215824941991496	td_neighbour	ENSG00000135205	CCDC146
chr7	77329534	77537294	207762	ENSG00000135205	CCDC146	ENSG00000127947	PTPN12	0.220018266092903	0.0305830710139487	td_neighbour	ENSG00000135205	CCDC146
chr7	77640070	77696458	56390	ENSG00000127947	PTPN12	ENSG00000187257	RSBN1L	0.0821549388189427	0.0112963291363717	td_neighbour	ENSG00000187257	RSBN1L
chr7	77783023	77793727	10706	ENSG00000187257	RSBN1L	ENSG00000135211	TMEM60	0.188650102746125	0.0168130020549225	td_bs	ENSG00000187257	RSBN1L
chr7	77798435	77798791	358	ENSG00000135211	TMEM60	ENSG00000006576	PHTF2	1.13271508379888	0.217877094972067	non_td	NA	NA
chr7	77957504	78017054	59552	ENSG00000006576	PHTF2	ENSG00000187391	MAGI2	0.0716420607200427	0.0106461579795809	non_td	NA	NA
chr7	79453668	79768027	314361	ENSG00000187391	MAGI2	ENSG00000127955	GNAI1	0.0436829568553727	0.0126256119556815	non_td	NA	NA
chr7	80226182	80369574	143394	ENSG00000127955	GNAI1	ENSG00000135218	CD36	0.0360684198780998	0.0146170690544932	non_td	NA	NA
chr7	80679278	80742537	63261	ENSG00000135218	CD36	ENSG00000075223	SEMA3C	-0.00750437078137726	0.0158707576547952	non_td	NA	NA
chr7	80922360	80972515	50157	ENSG00000075223	SEMA3C	ENSG00000279326	NA	-0.0109590087126426	0.0159499172598042	non_td	NA	NA
